"","SpecCode","Species","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"62",5933,"Mustelus lenticulatus","Mustelus",244,"Phillipps, 1932","Spotted estuary smooth-hound","Mulen_u0.jpg","Mulen_m0.jpg",NA,NA,488,"Triakinae",6505,NA,"elongated","R",NA,NA,0,0,0,-1,"demersal",NA,NA,"oceanodromous",54100,0,860,26346,0,400,89422,NA,NA,NA,NA,76.53,125,"TL",151,"TL",9072,85,"TL",NA,NA,9258,NA,NA,NA,"MULEN_U0",NA,NA,NA,171,"commercial","high","Reliable: based on ex-vessel price for this species",NA,NA,NA,NA,NA,-1,-1,0,0,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,244,"harmless",NA,"Electrosensing only",10311,NA,-1,"Found on the insular shelves, often close inshore (Ref. 244).  Feeds on crustaceans, especially crabs (Ref. 244).  Ovoviviparous (Ref. 50449).  Makes seasonal inshore-offshore movements (Ref. 244).  Makes extensive coastal migrations, with one tagged female moving at least 1160 km (Ref. 54100).  Forms schools separated by size and sex (Ref. 244).  Utilized fresh for human consumption (Ref. 244).",NA,0.5,0,23,708566400,3,1329782400,2,764553600,NA
"63",12819,"Myliobatis tenuicaudatus","Myliobatis",8879,"Hector, 1877","Eagle ray","Myten_u0.jpg","Myten_m0.jpg",NA,"Myten_m0.jpg",22,"Myliobatinae",9817,NA,"other","O",NA,NA,0,0,-1,-1,"benthopelagic",NA,NA,NA,NA,0,160,26346,NA,NA,NA,NA,NA,NA,NA,59.35,150,"WD",NA,NA,12951,100,"TL",NA,NA,9258,NA,NA,NA,"MYTEN_U0",NA,NA,NA,9258,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",26346,"no special ability",NA,NA,-1,"Occurs in bays, estuaries, and near rocky reefs (Ref. 12951).  Usually solitary (Ref. 12951).  Feeds on clams, oysters, worms, and crabs (Ref. 12951).  Ovoviviparous (Ref. 50449). Although the spine on the tail is capable of inflicting a painful wound, the poison is quickly neutralized by immersion of the injured area in hot water (Ref. 26346).",NA,0.5002,0,10,792979200,2,1427414400,NA,NA,NA
"64",11994,"Nemadactylus douglasii","Nemadactylus",9563,"(Hector, 1875)","Porae","Nedou_u1.jpg",NA,NA,NA,355,NA,2944,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,0,200,89422,10,100,9563,NA,NA,NA,NA,66.13,81,"FL",NA,NA,89422,NA,NA,NA,NA,NA,4000,NA,26498,NA,NA,NA,NA,6390,"minor commercial","very high","Questionable: based on ex-vessel price for species in this genus","Recreational fishery.",NA,"New South Wales","traps","unspecified traps (FIX)",0,0,0,0,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs on the continental shelf, commonly near reefs (Ref. 26998, 9563).  Feed mainly on invertebrates (Ref. 26998).  Marketed fresh and frozen; eaten steamed, pan-fried, broiled and baked (Ref. 9988).  Seen in small aggregations but school in deep water where commercially trawled (Ref. 9002).",NA,0.5078,0,34,776044800,393,1329868800,2,921715200,NA
"65",10106,"Nemadactylus macropterus","Nemadactylus",6390,"(Forster, 1801)","Tarakihi","Nemac_u0.jpg",NA,NA,NA,355,NA,2944,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,22,450,58489,100,250,3243,50,26998,NA,NA,49.9,70,"TL",NA,NA,9563,35,"TL",NA,NA,3243,2900,NA,6390,"NEMAC_U1",NA,NA,NA,33616,"commercial","high","Reliable: based on ex-vessel price for this species","Human food.","from 1,000 to 10,000","southern Australia and New Zealand","trawls","unspecified trawls (TX)",-1,-1,0,-1,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,4537,"harmless",NA,"no special ability",NA,NA,-1,"Adults demersal on the continental shelf and upper slope (Ref. 9563) to depths of 450 m (Ref. 33616).  Juveniles tend to live near shallow reefs (Ref. 6390).  Postlarvae inhabit offshore waters and are found in surface waters at night (Ref. 9072).  Average weight is 1800 g.  Feed on polychaete worms, crustaceans, mollusks and echinoderms (Ref. 28626).  Flesh is quite good eating.  Often sold as tiki fillets.",NA,0.5078,0,3,768441600,303,1240963200,2,921628800,NA
"66",49225,"Neophrynichthys latus","Neophrynichthys",27073,"(Hutton, 1875)","Dark toadfish",NA,NA,NA,NA,282,NA,5733,NA,NA,"O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,16,150,27073,NA,NA,NA,NA,NA,NA,NA,16.28,21.54,"SL",NA,NA,27073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,NA,NA,0.75,0,113,901584000,NA,901584000,NA,NA,NA
"67",46850,"Notolabrus celidotus","Notolabrus",26203,"(Bloch & Schneider, 1801)","Spotty","Nocel_u2.jpg",NA,NA,NA,362,NA,9410,NA,"fusiform / normal","R",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,NA,NA,22,145,58489,NA,NA,NA,7,31614,NA,NA,30.9,23.9,"SL",NA,NA,26203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits shallow water, but may reach to depths of 145 m (Ref. 26203).  Feeds on small benthic organisms.  Uses its forward-jutting front teeth to rake food from the substrate (Ref. 26966).",NA,0.5078,0,14,888969600,949,1185321600,NA,NA,NA
"68",14422,"Notolabrus fucicola","Notolabrus",26203,"(Richardson, 1840)","Yellow-saddled wrasse","Nofuc_m2.jpg","Nofuc_m2.jpg","Nofuc_f1.jpg",NA,362,NA,9410,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.76,38,"TL",NA,NA,9563,NA,NA,NA,NA,NA,NA,NA,NA,"PSFUC_U0",NA,NA,NA,9563,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on rocky reefs (Ref. 9563).  Is a selective forager which prefers to feed on small, hard-shelled animals like crabs and gastropods (Ref. 26966).",NA,0.5078,0,3,807667200,34,911865600,NA,NA,NA
"69",2531,"Notorynchus cepedianus","Notorynchus",247,"(P<e9>ron, 1807)","Broadnose sevengill shark","Nocep_u6.jpg",NA,NA,NA,5,NA,4242,NA,"elongated","R",NA,NA,0,0,-1,-1,"demersal",NA,NA,NA,NA,0,570,26346,NA,80,5578,49,27952,NA,NA,56.51,300,"TL",NA,NA,5578,150,"TL",NA,NA,6077,107000,NA,9987,"NOCEP_U0",NA,NA,NA,247,"commercial","low","Reliable: based on ex-vessel price for this species",NA,NA,NA,"hooks and lines",NA,0,0,0,0,0,-1,0,0,0,-1,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",12091,-1,247,"traumatogenic",247,"electrosensing only",10311,NA,-1,"Found on the continental shelf, often in shallow water (Ref. 247).  Occurs close inshore, in bays and estuaries (Ref. 6871), with larger individuals ranging into deeper waters offshore and deep channels in bays (Ref. 247).  Usually cruising steadily and slowly near the bottom (sometimes in water as shallow as a meter), but sometimes at the surface (Ref. 247).  Can dash at speed when attacking prey (Ref. 247).  Feeds on anything, including other sharks, rays, chimaeras,  bony fish, hagfish, dolphin and porpoise meat, seals, shark egg cases, sea snails and mammalian carrion, including rats and humans (Ref. 5578).  Ovoviviparous (Ref. 50449), with 82 to 95 young in a litter (Ref. 31395).  Aggressive when provoked, and regarded as potentially dangerous to people in open waters (Ref. 247).  It has attacked divers in captivity and may be involved in a few shark attacks off California and South Africa (Ref. 247).  Often caught by anglers from the shore (Ref. 6574).  Utilized for human consumption, its skin for leather, and its liver as a source of oil (Ref. 247).",NA,1.0781,0,23,708566400,2,1427068800,113,895190400,NA
"70",12840,"Odax pullus","Odax",6185,"(Forster, 1801)","Butterfish","Odpul_m0.jpg",NA,NA,NA,363,NA,6205,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,52272,NA,NA,26.99,40,"SL",NA,NA,6185,NA,NA,NA,NA,NA,1500,NA,9258,"ODPUL_U0",NA,NA,NA,6185,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits shallow inshore waters where  rocks and brown algae are abundant.  Browses on algae and feeds mainly on brown algae <i>Carpophyllum</i> (Ref. 26966),  <i>Lessonia</i> spp., and <i>Macrocystis</i> spp. (Ref. 116706).",NA,0.7502,0,14,794448000,2,1513036800,14,794620800,NA
"71",12004,"Optivus elongatus","Optivus",4537,"(G<fc>nther, 1859)","Slender roughy","Opelo_u2.jpg",NA,NA,NA,236,NA,3301,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,0,70,89444,15,35,28787,NA,NA,NA,NA,70.69,72,"SL",NA,NA,31667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of no interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Nocturnally active; inhabits cracks and crevices during the day.  Feeds on small mobile benthic organisms (Ref. 26966), by drifting up to its prey and swallowing it whole with a sideways snap of the large extensible mouth (Ref. 26966).",NA,0.625,0,14,776044800,65,1329868800,158,812851200,NA
"72",6426,"Pagrus auratus","Pagrus",28569,"(Forster, 1801)","Silver seabream","Paaur_u1.jpg",NA,NA,NA,330,NA,480,NA,"short and / or deep","O",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,"oceanodromous",51243,0,200,28569,NA,NA,NA,54,92924,NA,NA,69.12,130,"TL",NA,NA,2334,40,"TL",NA,NA,3243,20000,NA,28591,NA,NA,NA,NA,4931,"commercial","very high","Reliable: based on ex-vessel price for this species",NA,"from 10,000 to 50,000",NA,"trawls","bottom otter trawls (OTB)",-1,-1,0,-1,0,0,0,0,-1,-1,"experimental",NA,28588,"never/rarely",NA,"never/rarely",NA,NA,-1,4537,"harmless",NA,"no special ability",NA,NA,-1,"Inhabit rocky reefs (Ref. 9702).  Also occur in estuaries (Ref. 9563).  Juveniles mainly inhabit inlets, bays and other shallow, sheltered marine waters, often over mud and seagrass (Ref. 6390).  Small fish measuring less than 30 cm TL are common inshore around reef areas often in groups of around 30 individuals.  Larger fish are shy and are less frequently seen (Ref. 26966).  Adults often live near reefs, but are also found over mud and sand substrates (Ref. 6390).  They are relatively sedentary.  However, tagging studies have shown them capable of substantial migrations (Ref. 28591).  Crustaceans (crabs, shrimps, etc) form the basis of the diet, but marine worms, starfish, sea urchins, shellfish and fish are also important (Ref. 28591).  Not commercially cultured at present but considered as a prime aquaculture candidate (Ref. 28590).  Maximum estimated age for SW Pacific is 54 years with validated longevity on the order of 40 years based on minimum age from bomb radiocarbon dating (Ref. 92924; Allen Andrews, pers.comm. 01/13).",NA,0.5156,0,14,716601600,65,1391040000,2,921196800,NA
"73",464,"Parapercis colias","Parapercis",5755,"(Forster, 1801)","New Zealand blue cod","Pacol_u7.jpg",NA,NA,NA,371,NA,3900,NA,"elongated","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,52,150,9072,NA,NA,NA,17,9072,NA,NA,35.6,45,"TL",NA,NA,3243,35,"TL",NA,NA,9258,2500,NA,3243,"PACOL_U2",NA,NA,NA,4931,"commercial","high","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000",NA,"traps","pots (FPO)",0,0,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9072,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits rocky areas to a depth of 150 m (Ref. 9258).  Carnivore which feeds mainly on small fish and  crabs.  Feeds by stalking its prey and swallowing it whole.  Adults are home-ranging  (Ref. 26966). Minimum depth reported taken from Ref. 58489.",NA,0.5,0,2,656121600,393,1437696000,10,779328000,NA
"74",12005,"Paratrachichthys trailli","Paratrachichthys",4537,"(Hutton, 1875)","Common roughy",NA,NA,NA,NA,236,NA,1165,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"bathypelagic",NA,NA,NA,NA,20,500,72381,NA,NA,NA,NA,NA,NA,NA,61.56,24.6,"SL",NA,NA,9872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"of no interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Reported from between depths of 70 m (Ref. 9872) and 327 m (Ref. 58489).",NA,0.625,0,14,776044800,393,1496707200,158,812851200,NA
"75",14025,"Paraulopus nigripinnis","Paraulopus",9563,"(G<fc>nther, 1878)","Cucumber fish","Chnig_u0.gif",NA,NA,NA,614,NA,2456,NA,"elongated","o",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,50,600,9563,50,500,89422,NA,NA,NA,NA,17.75,25,"FL",NA,NA,89422,NA,NA,NA,NA,NA,NA,NA,NA,"CHNIG_U0",NA,NA,NA,9563,NA,"unknown",NA,NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A temperate, generally demersal species found on the continental shelf and slope (Ref. 9563; 7300). Inhabits sandy to muddy bottoms (Ref. 41636).",NA,0.5001,0,3,805680000,65,1374105600,NA,NA,NA
"76",12354,"Paristiopterus labiosus","Paristiopterus",4537,"(G<fc>nther, 1872)","Giant boarfish","Palab_u1.gif",NA,NA,NA,345,"Histiopterinae",7309,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,20,170,9563,NA,NA,NA,NA,NA,NA,NA,54.58,100,"TL",NA,NA,4537,NA,NA,NA,NA,NA,NA,NA,NA,"PALAB_U1",NA,NA,NA,4537,"commercial","high","Reliable: based on ex-vessel price for this species",NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Recorded from the continental shelf (Ref. 9563).  Feeds mainly on benthic organisms (Ref. 26966).",NA,0.7501,0,18,776736000,303,1437696000,NA,NA,NA
"77",8848,"Pelotretis flavilatus","Pelotretis",27073,"Waite, 1911","Southern lemon sole","Pefla_u0.jpg",NA,NA,NA,440,"Rhombosoleinae",5050,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,22,385,58489,NA,NA,NA,NA,NA,NA,NA,29.11,NA,NA,NA,NA,NA,30,"TL",NA,NA,9258,NA,NA,NA,"PEFLA_U0",NA,NA,NA,4537,"commercial","medium","Very questionable: based on ex-vessel price for species in this family","Consumed as food.",NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9072,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits shallow waters, generally at depth of less than 50 m. Found to depth of 385 m (Ref. 27073).  Juveniles gather in sheltered inshore waters, such as estuarine areas, shallow mudflats and sandflats, where they remain for up to two years (Ref. 9072).",NA,1,0,1,762566400,949,1365465600,132,814665600,NA
"78",27524,"Peltorhamphus latus","Peltorhamphus",13395,"James, 1972","Speckled sole",NA,NA,NA,NA,440,"Rhombosoleinae",852,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,1,55,13395,1,25,13395,NA,NA,NA,NA,33.66,17.5,"SL",NA,NA,13395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Prefers harbors and bays.",NA,0.625,0,113,874022400,NA,1365465600,NA,NA,NA
"79",8849,"Peltorhamphus novaezeelandiae","Peltorhamphus",4537,"G<fc>nther, 1862","New Zealand sole","Penov_u0.jpg",NA,NA,NA,440,"Rhombosoleinae",852,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,27,49,58489,NA,NA,NA,NA,NA,NA,NA,36.79,NA,NA,NA,NA,NA,35,"TL",NA,NA,9258,600,NA,9258,"PENOV_U0",NA,NA,NA,4537,"commercial","medium","Very questionable: based on ex-vessel price for species in this family","Consumed as food.",NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9072,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits shallow waters, generally at depth of less than 50 m.  Juveniles gather in sheltered inshore waters, such as estuarine areas, shallow mudflats and sandflats, where they remain for up to two years (Ref. 9072).",NA,0.625,0,1,762566400,949,1185235200,132,814665600,NA
"80",NA,"Pentaceros richardsoni ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",350,"Polyprion oxygeneios","Polyprion",7300,"(Schneider & Forster, 1801)","Hapuku wreckfish","Pooxy_u0.jpg",NA,NA,NA,513,NA,5630,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,50,854,52581,NA,NA,NA,60,41439,NA,NA,58.35,160,"TL",NA,NA,89467,100,"TL",NA,NA,9258,1e+05,NA,4537,"POOXY_U0",NA,NA,NA,4931,"commercial","low","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000",NA,"hooks and lines",NA,0,-1,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,4537,"harmless",NA,"no special ability",NA,NA,-1,"A deepwater species, occurs in seamounts (Ref. 89357).  Adults occur generally over rough ground from the central shelf (about 100 m) to the shelf edge and down to the upper slope.  Juveniles are found in surface waters, perhaps school in association with drifting weed.  Feed on barracouta and pilchards, in addition to various bottom-dwelling fish. Are primary gonochorists (Ref. 58421).   Preyed upon by sperm whales  (Ref. 9072).  It is taken by droplining down to 400 m, and is sometimes seen in the trawled catch.  Utilized fresh and frozen; can be steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Severely overfished (Ref. 89357).",NA,0.8125,0,2,656121600,65,1386288000,14,1386288000,NA
"82",NA,"Prionace<a0>glauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",1002,"Pseudocaranx dentex","Pseudocaranx",7300,"(Bloch & Schneider, 1801)","White trevally","Psden_ua.jpg",NA,NA,NA,314,"Caranginae",9756,1,"fusiform / normal","R",NA,"The species <i>Pseudocaranx cheilio</i> (Snyder, 1904) is considered as valid in Eschmeyer (CofF ver. Mar. 2011: Ref. 86697) following Randall (2007: Ref. 86689).  The species <i>Pseudocaranx georgianus</i> (Cuvier, 1833) is considered as valid in CofF ver. May. 2011 following Smith-Vaniz & Jelks (2006: Ref. 76781), with <i>Caranx luna</i> Geoffroy Saint-Hilaire, 1817, <i>Caranx platessa</i> Cuvier, 1833, <i>Caranx nobilis</i> Macleay,1881, and <i>Usacaranx archeyi</i> Griffin, 1932 as synonyms.",1,0,-1,-1,"reef-associated",NA,NA,NA,NA,10,238,58302,10,25,5288,49,31614,NA,NA,74.3,122,"TL",NA,NA,4887,40,"TL",NA,NA,9258,18120,NA,4887,"PSDEN_U0",NA,NA,NA,4931,"commercial","very high","Reliable: based on ex-vessel price for this species","Used mainly for human consumption.","from 1,000 to 10,000","New Zealand as <i>C. georgianus</i>","trawls","unspecified bottom trawls (TB)",-1,-1,0,-1,0,0,0,0,-1,0,"commercial",NA,4931,"never/rarely",NA,"never/rarely",NA,NA,-1,4699,"harmless",NA,"no special ability",NA,NA,-1,"Adults occur in bays and coastal waters, including estuaries (Ref. 9563).  Juveniles usually inhabit estuaries, bays and shallow continental shelf waters, while adults form schools near the sea bed on the continental shelf (Ref. 6390).  Schools are found at the surface, in mid-water and on the bottom and are often associated with reefs and rough bottom (Ref. 9072).  Schools are sometimes mixed with <i>Caranx koheru</i> and <i>Arripis trutta</i> (Ref. 9072).  Feed on plankton by ram-filtering and suction feeding and on bottom invertebrates (Ref. 9072, 30206).  Eggs are pelagic (Ref. 4233).  Cultured only in Japan.  (Ref. 4931).  One of the best table fish 'being indeed the salmon of St. Helena' (Ref. 5288).",NA,0.5625,0,5,656121600,303,1384387200,14,1006128000,NA
"84",NA,"Pseudolabrus miles ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2020,"Pseudophycis bachus","Pseudophycis",1371,"(Forster, 1801)","Red codling","Psbac_u0.jpg",NA,NA,NA,180,NA,7255,NA,"fusiform / normal","R",NA,NA,0,0,-1,-1,"demersal",NA,NA,NA,NA,26,700,58489,200,300,54741,NA,NA,NA,NA,34.95,90,"TL",NA,NA,1371,55,"TL",NA,NA,9258,NA,NA,NA,"PSBAC_U1",NA,NA,NA,4931,"highly commercial","medium","Reliable: based on ex-vessel price for this species","May include <i>P. barbata</i>.","from 10,000 to 50,000","New Zealand in area 81","trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9072,"harmless",NA,"no special ability",NA,NA,-1,"Found usually on soft muddy or sandy bottoms.  Also on rocky bottoms, in estuaries, bays and continental shelf (Ref. 9563).  In New Zealand, most abundant in 200 to 300 m along the edge of the continental shelf.  May be found at depths exceeding 700 m (Ref. 9258).  Feeds primarily on fishes, cephalopods, crabs and other crustaceans.  Utilized as frozen fillets as well as fish blocks; eaten steamed, fried, microwaved and baked (Ref. 9988).",NA,0.625,0,2,658195200,2,1427068800,NA,NA,NA
"86",2021,"Pseudophycis barbata","Pseudophycis",1371,"G<fc>nther, 1863","Southern bastard codling","Psbar_u3.jpg",NA,NA,NA,180,NA,7255,NA,"elongated","R",NA,NA,0,0,-1,-1,"demersal",NA,NA,NA,NA,0,300,NA,NA,NA,NA,NA,NA,NA,NA,65.55,63,"TL",NA,NA,1371,NA,NA,NA,NA,NA,NA,NA,NA,"PSBAR_U1",NA,NA,NA,171,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family","Catches inc. P. bachus","from 1,000 to 10,000","landed in New Zealand","gillnets","unspecified gillnets (GN)",0,0,0,-1,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on hard bottom, over exposed rocky reefs (Ref. 9563).  Feeds mainly on benthic crustaceans (Ref. 2156).  Minimum depth reported taken from Ref. 57178.",NA,0.625,0,2,658195200,10,1169510400,NA,NA,NA
"87",2022,"Pseudophycis breviuscula","Pseudophycis",1371,"(Richardson, 1846)","Northern bastard codling","Psbre_u1.gif",NA,NA,NA,180,NA,7255,NA,"elongated","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,0,220,NA,NA,NA,NA,NA,NA,NA,NA,38.61,25,"TL",NA,NA,1371,NA,NA,NA,NA,NA,NA,NA,NA,"PSBRE_U1",NA,NA,NA,171,"subsistence fisheries","medium","Very questionable: based on ex-vessel price for species in this family","Because of small size.",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found over hard bottom.  Rarely seen during the day.  Swims close to the bottom at night.",NA,0.625,0,2,658195200,65,1061251200,NA,NA,NA
