"","Cryptosula pallasiana","Semibalanus balanoides","Mytilus edulis","Modiolus modiolus","Halichondria panicea","Metridium dianthus","Anomia simplex","Electra pilosa","Hiatella arctica","Dynamena pumila","Schizoporella unicornis","Diadumene lineata","Botrylloides violaceus","Membranipora membranacea","Botryllus schlosseri","Didemnum vexillum","Spirorbis","Bugula neritina","Testudinalia testudinalis","Amphipoda","Annelida","Asterias forbesi","Asterias rubens","Cancer borealis","Cancer irroratus","Carcinus maenus","Crepidula fornicata","Small worm","Hemigrapsus sanguineus","Henricia sanguinolenta","Isopoda","Lacuna vincta","Littorina littorea","Littorina obtusata","Littorina saxatilis","Nucella lapillus","Nudibranchia","Ophiopholis aculeata","Pagurus acadianus","Strongylocentrotus droebachiensis","Boreochiton ruber","Gaidropsarus","Gastropoda","Sedentary Polychaete","Celleporella hyalina","Aplidium pallidum","Mya arenaria","Dendrodoa carnea"
"Littorina obtusata",0.821180555555556,0.607672275641026,0.821180555555556,0.821180555555556,0.880709134615385,0.829393696581197,0.68339342948718,0.821180555555556,0.752804487179487,0.68339342948718,0.821180555555556,0.828358707264957,0.909421741452991,0.849893162393162,0.885917467948718,0.82278311965812,0.677083333333333,0.849893162393162,0.770466079059829,0.664696848290598,0.797809829059829,0.843048878205128,0.843048878205128,0.843048878205128,0.843048878205128,0.762820512820513,0.753238514957265,0.804286858974359,0.803385416666667,0.802483974358974,0.589910523504273,0.474192040598291,0.49752938034188,0,0.585102831196581,0.584168002136752,0.694878472222222,0.866553151709402,0.77467280982906,0.687132745726496,0.641225961538461,0.934461805555556,0.543502938034188,0.787793803418803,0.821180555555556,0.921274038461538,0.861745459401709,0.811298076923077
"Littorina saxatilis",0.784455128205128,0.793369391025641,0.843716613247863,0.843716613247863,0.903245192307692,0.792668269230769,0.775340544871795,0.784455128205128,0.71607905982906,0.775340544871795,0.784455128205128,0.920305822649573,0.931957799145299,0.813167735042735,0.908453525641026,0.914730235042735,0.793369391025641,0.813167735042735,0.733740651709402,0.756643963675214,0.779780982905983,0.696347489316239,0.755608974358974,0.696347489316239,0.696347489316239,0.726095085470085,0.716513087606838,0.716846955128205,0.656684027777778,0.655782585470085,0.571881677350427,0.659889155982906,0.554553952991453,0.585102831196581,0,0.641192574786325,0.786825587606838,0.779113247863248,0.627971420940171,0.650407318376068,0.733173076923077,0.847021901709402,0.635450053418803,0.879740918803419,0.784455128205128,0.774572649572649,0.71504407051282,0.903245192307692
"Nucella lapillus",0.802483974358974,0.717648237179487,0.861745459401709,0.861745459401709,0.921274038461538,0.624465811965812,0.793369391025641,0.802483974358974,0.734107905982906,0.793369391025641,0.802483974358974,0.752103365384615,0.949986645299145,0.831196581196581,0.926482371794872,0.932759081196581,0.717648237179487,0.831196581196581,0.751769497863248,0.663728632478632,0.907785790598291,0.638120993589744,0.697382478632479,0.71340811965812,0.71340811965812,0.633179754273504,0.734541933760684,0.879073183760684,0.673744658119658,0.783787393162393,0.77467280982906,0.584168002136752,0.553619123931624,0.584168002136752,0.641192574786325,0,0.61862313034188,0.796173878205128,0.645032051282051,0.743222489316239,0.825988247863248,0.788795405982906,0.728265224358974,0.897769764957265,0.802483974358974,0.902577457264957,0.843048878205128,0.921274038461538
"Nudibranchia",0.837005876068376,0.828358707264957,0.837005876068376,0.837005876068376,0.789229433760684,0.662793803418803,0.810329861111111,0.837005876068376,0.879740918803419,0.810329861111111,0.837005876068376,0.550647702991453,0.817942040598291,0.865718482905983,0.794437767094017,0.731303418803419,0.897769764957265,0.865718482905983,0.78629139957265,0.680689102564103,0.706330128205128,0.672642895299145,0.672642895299145,0.747930021367521,0.747930021367521,0.778812767094017,0.769063835470085,0.747028579059829,0.819377670940171,0.818309294871795,0.79163327991453,0.694878472222222,0.793002136752137,0.694878472222222,0.786825587606838,0.61862313034188,0,0.771434294871795,0.790665064102564,0.777744391025641,0.731837606837607,0.656750801282051,0.634114583333333,0.696314102564103,0.837005876068376,0.829794337606838,0.87757077991453,0.719818376068376
"Ophiopholis aculeata",0.865050747863248,0.925814636752137,0.789329594017094,0.789329594017094,0.750567574786325,0.873430822649573,0.907785790598291,0.865050747863248,0.907785790598291,0.907785790598291,0.865050747863248,0.83069577991453,0.779280181623932,0.893763354700855,0.854066506410256,0.93606436965812,0.925814636752137,0.893763354700855,0.790264423076923,0.778145032051282,0.801115117521368,0.665998931623932,0.665998931623932,0.665998931623932,0.665998931623932,0.806857638888889,0.871327457264957,0.772402510683761,0.737446581196581,0.736378205128205,0.779113247863248,0.866553151709402,0.895265758547009,0.866553151709402,0.779113247863248,0.796173878205128,0.771434294871795,0,0.631944444444444,0.728999732905983,0.731002938034188,0.659121260683761,0.805789262820513,0.901075053418803,0.865050747863248,0.756877670940171,0.79563969017094,0.826288728632479
"Pagurus acadianus",0.825020032051282,0.833934294871795,0.884281517094017,0.884281517094017,0.943810096153846,0.722288995726496,0.815905448717949,0.825020032051282,0.756643963675214,0.815905448717949,0.825020032051282,0.849926549145299,0.972522702991453,0.853732638888889,0.94901842948718,0.955295138888889,0.833934294871795,0.853732638888889,0.848524305555556,0.610977564102564,0.820345886752137,0.625968215811966,0.685229700854701,0.55068108974359,0.55068108974359,0.580428685897436,0.831296741452991,0.79163327991453,0.511017628205128,0.696347489316239,0.61194577991453,0.77467280982906,0.744123931623932,0.77467280982906,0.627971420940171,0.645032051282051,0.790665064102564,0.631944444444444,0,0.765758547008547,0.848524305555556,0.776642628205128,0.825020032051282,0.920305822649573,0.825020032051282,0.815137553418803,0.755608974358974,0.943810096153846
"Strongylocentrotus droebachiensis",0.701155181623932,0.821180555555556,0.760416666666667,0.760416666666667,0.819945245726496,0.820479433760684,0.803151709401709,0.701155181623932,0.743890224358974,0.803151709401709,0.701155181623932,0.837005876068376,0.848657852564103,0.729867788461538,0.825153579059829,0.831430288461538,0.821180555555556,0.729867788461538,0.724659455128205,0.784455128205128,0.806456997863248,0.723023504273504,0.782284989316239,0.723023504273504,0.723023504273504,0.75390625,0.707431891025641,0.74352297008547,0.794471153846154,0.68245860042735,0.709668803418803,0.76191907051282,0.656583867521368,0.687132745726496,0.650407318376068,0.743222489316239,0.777744391025641,0.728999732905983,0.765758547008547,0,0.64987313034188,0.873697916666667,0.626368856837607,0.796440972222222,0.701155181623932,0.801248664529915,0.741720085470085,0.819945245726496
"Boreochiton ruber",0.78392094017094,0.775273771367521,0.78392094017094,0.78392094017094,0.745158920940171,0.903245192307692,0.757244925213675,0.78392094017094,0.826655982905983,0.757244925213675,0.78392094017094,0.791099091880342,0.773871527777778,0.812633547008547,0.848657852564103,0.785523504273504,0.844684829059829,0.812633547008547,0.709134615384615,0.738548344017094,0.760550213675214,0.805789262820513,0.805789262820513,0.805789262820513,0.805789262820513,0.836672008547009,0.79019764957265,0.767027243589744,0.877236912393162,0.765224358974359,0.663762019230769,0.716012286324786,0.739349626068376,0.641225961538461,0.733173076923077,0.825988247863248,0.731837606837607,0.731002938034188,0.848524305555556,0.64987313034188,0,0.798911591880342,0.580462072649573,0.750534188034188,0.78392094017094,0.785723824786325,0.824485844017094,0.675747863247863
"Gaidropsarus",0.932959401709402,0.993723290598291,0.932959401709402,0.932959401709402,0.786892361111111,0.758747329059829,0.975694444444444,0.932959401709402,0.975694444444444,0.975694444444444,0.932959401709402,0.716012286324786,0.713307959401709,0.859375,0.788094284188034,0.794370993589744,0.993723290598291,0.859375,0.858173076923077,0.846053685897436,0.659421741452991,0.658620459401709,0.658620459401709,0.733907585470085,0.733907585470085,0.772469284188034,0.939236111111111,0.733006143162393,0.703058226495726,0.804286858974359,0.847021901709402,0.934461805555556,0.860877403846154,0.934461805555556,0.847021901709402,0.788795405982906,0.656750801282051,0.659121260683761,0.776642628205128,0.873697916666667,0.798911591880342,0,0.873697916666667,0.861678685897436,0.932959401709402,0.717481303418803,0.863548344017094,0.786892361111111
"Gastropoda",0.760416666666667,0.751769497863248,0.760416666666667,0.760416666666667,0.819945245726496,0.879740918803419,0.733740651709402,0.760416666666667,0.803151709401709,0.733740651709402,0.760416666666667,0.767594818376068,0.848657852564103,0.789129273504273,0.825153579059829,0.762019230769231,0.821180555555556,0.789129273504273,0.70970219017094,0.71504407051282,0.73704594017094,0.782284989316239,0.782284989316239,0.782284989316239,0.782284989316239,0.813167735042735,0.692474626068376,0.74352297008547,0.853732638888889,0.741720085470085,0.640257745726496,0.618289262820513,0.641626602564103,0.543502938034188,0.635450053418803,0.728265224358974,0.634114583333333,0.805789262820513,0.825020032051282,0.626368856837607,0.580462072649573,0.873697916666667,0,0.727029914529915,0.760416666666667,0.86051014957265,0.80098157051282,0.750534188034188
"Sedentary Polychaete",0.687800480769231,0.679153311965812,0.687800480769231,0.687800480769231,0.640024038461538,0.752403846153846,0.661124465811966,0.687800480769231,0.730535523504274,0.661124465811966,0.687800480769231,0.640257745726496,0.668736645299145,0.716513087606838,0.645232371794872,0.582098023504273,0.671941773504274,0.716513087606838,0.711304754273504,0.757745726495727,0.595819978632479,0.87757077991453,0.87757077991453,0.87757077991453,0.87757077991453,0.908453525641026,0.69407719017094,0.806290064102564,0.94901842948718,0.784421741452991,0.810329861111111,0.735209668803419,0.885917467948718,0.787793803418803,0.879740918803419,0.897769764957265,0.696314102564103,0.901075053418803,0.920305822649573,0.796440972222222,0.750534188034188,0.861678685897436,0.727029914529915,0,0.687800480769231,0.680588942307692,0.728365384615385,0.570612980769231
"Celleporella hyalina",0.516793536324786,0.712540064102564,0.651776175213675,0.651776175213675,0.711304754273504,0.764423076923077,0.694511217948718,0.516793536324786,0.635249732905983,0.694511217948718,0.516793536324786,0.780949519230769,0.740017361111111,0.545506143162393,0.716513087606838,0.722789797008547,0.712540064102564,0.545506143162393,0.616018963675214,0.791132478632479,0.813134348290598,0.782284989316239,0.841546474358974,0.782284989316239,0.782284989316239,0.813167735042735,0.598791399572649,0.87757077991453,0.853732638888889,0.689135950854701,0.843716613247863,0.768596420940171,0.790631677350427,0.821180555555556,0.784455128205128,0.802483974358974,0.837005876068376,0.865050747863248,0.825020032051282,0.701155181623932,0.78392094017094,0.932959401709402,0.760416666666667,0.687800480769231,0,0.692608173076923,0.633079594017094,0.711304754273504
"Aplidium pallidum",0.692608173076923,0.812633547008547,0.751869658119658,0.751869658119658,0.605802617521368,0.757211538461539,0.794604700854701,0.692608173076923,0.735343215811966,0.794604700854701,0.692608173076923,0.773737980769231,0.558426816239316,0.72132077991453,0.633213141025641,0.63948985042735,0.812633547008547,0.72132077991453,0.617821848290598,0.891225961538462,0.695946848290598,0.772402510683761,0.831663995726496,0.772402510683761,0.772402510683761,0.913261217948718,0.698884882478632,0.76038327991453,0.84385016025641,0.679253472222222,0.833834134615385,0.868689903846154,0.89072516025641,0.921274038461538,0.774572649572649,0.902577457264957,0.829794337606838,0.756877670940171,0.815137553418803,0.801248664529915,0.785723824786325,0.717481303418803,0.86051014957265,0.680588942307692,0.692608173076923,0,0.623197115384615,0.529714209401709
"Mya arenaria",0.633079594017094,0.753104967948718,0.616252670940171,0.616252670940171,0.751869658119658,0.804987980769231,0.658987713675214,0.633079594017094,0.599726228632478,0.735076121794872,0.633079594017094,0.821514423076923,0.780582264957265,0.661792200854701,0.757077991452991,0.763354700854701,0.753104967948718,0.661792200854701,0.656583867521368,0.831697382478632,0.743723290598291,0.712873931623932,0.772135416666667,0.712873931623932,0.712873931623932,0.853732638888889,0.639356303418803,0.808159722222222,0.784321581196581,0.619724893162393,0.774305555555556,0.809161324786325,0.831196581196581,0.861745459401709,0.71504407051282,0.843048878205128,0.87757077991453,0.79563969017094,0.755608974358974,0.741720085470085,0.824485844017094,0.863548344017094,0.80098157051282,0.728365384615385,0.633079594017094,0.623197115384615,0,0.751869658119658
"Dendrodoa carnea",0.711304754273504,0.702657585470085,0.711304754273504,0.711304754273504,0.565237713675214,0.77590811965812,0.684628739316239,0.711304754273504,0.754039797008547,0.684628739316239,0.711304754273504,0.663762019230769,0.517861912393162,0.740017361111111,0.592648237179487,0.529513888888889,0.772068643162393,0.740017361111111,0.63651842948718,0.78125,0.695946848290598,0.901075053418803,0.901075053418803,0.901075053418803,0.901075053418803,0.931957799145299,0.717581463675214,0.829794337606838,0.972522702991453,0.807926014957265,0.833834134615385,0.758713942307692,0.909421741452991,0.811298076923077,0.903245192307692,0.921274038461538,0.719818376068376,0.826288728632479,0.943810096153846,0.819945245726496,0.675747863247863,0.786892361111111,0.750534188034188,0.570612980769231,0.711304754273504,0.529714209401709,0.751869658119658,0
